iter	Passed	Remaining
458	818	965
459	820	963
460	822	961
461	823	959
462	825	957
463	827	955
464	829	954
465	831	952
466	833	950
467	834	949
468	836	947
469	838	945
470	839	943
471	841	941
472	843	940
473	845	938
474	847	936
475	848	934
476	850	932
477	852	931
478	854	929
479	856	927
480	857	925
481	859	923
482	861	922
483	863	920
484	865	918
485	867	916
486	868	915
487	870	913
488	872	912
489	874	910
490	876	908
491	877	906
492	880	905
493	881	903
494	883	901
495	885	899
496	886	897
497	888	895
498	890	893
499	891	891
500	893	890
501	895	888
502	896	885
503	898	884
504	899	882
505	901	880
506	903	878
507	905	876
508	906	874
509	908	872
510	910	871
511	912	869
512	914	868
513	918	868
514	920	867
515	923	866
516	927	866
517	929	865
518	934	865
519	937	864
520	939	864
521	942	863
522	944	861
523	945	858
524	947	857
525	950	856
526	951	854
527	953	852
528	955	850
529	957	848
530	959	847
531	960	845
532	962	843
533	964	841
534	966	839
535	968	838
536	969	836
537	971	834
538	973	832
539	975	830
540	977	829
541	978	827
542	980	824
543	981	823
544	984	821
545	985	819
546	987	817
547	988	815
548	990	813
549	992	811
550	994	810
551	995	808
552	997	806
553	998	804
554	1000	802
555	1002	800
556	1004	799
557	1006	797
558	1008	795
559	1009	792
560	1010	790
561	1012	789
562	1014	787
563	1016	785
564	1017	783
565	1019	781
566	1021	780
567	1022	777
568	1024	775
569	1026	774
570	1027	772
571	1029	770
572	1030	768
573	1032	766
574	1033	764
575	1035	762
576	1036	760
577	1038	758
578	1040	756
579	1041	754
580	1043	752
581	1044	750
582	1046	748
583	1047	746
584	1049	744
585	1051	742
586	1052	740
587	1054	738
588	1055	736
589	1056	734
590	1058	732
591	1059	730
592	1061	728
593	1062	726
594	1064	724
595	1065	722
596	1067	720
597	1068	718
598	1070	716
599	1071	714
600	1073	712
601	1074	710
602	1075	707
603	1076	705
604	1078	703
605	1079	701
606	1081	699
607	1082	698
608	1084	696
609	1085	694
610	1087	692
611	1088	690
612	1090	688
613	1091	686
614	1093	684
615	1094	682
616	1096	680
617	1098	679
618	1100	677
619	1101	675
620	1103	673
621	1104	671
622	1105	669
623	1107	667
624	1109	665
625	1110	663
626	1111	661
627	1113	659
628	1114	657
629	1116	655
630	1117	653
631	1119	651
632	1120	649
633	1122	647
634	1123	645
635	1125	644
636	1127	642
637	1128	640
638	1129	638
639	1130	636
640	1132	634
641	1135	633
642	1138	631
643	1140	630
644	1143	629
645	1146	628
646	1150	627
647	1153	626
648	1159	627
649	1162	626
650	1165	625
651	1171	625
652	1178	626
653	1180	624
654	1183	623
655	1187	622
656	1190	621
657	1195	621
658	1198	620
659	1203	620
660	1209	620
661	1212	619
662	1214	617
663	1219	616
664	1224	616
665	1226	615
666	1229	613
667	1233	613
668	1236	612
669	1242	611
670	1244	610
671	1248	609
672	1251	608
673	1257	608
674	1259	606
675	1262	605
676	1267	604
677	1274	605
678	1281	605
679	1285	604
680	1288	603
681	1292	602
682	1298	602
683	1305	603
684	1308	601
685	1309	599
686	1313	598
687	1318	597
688	1321	596
689	1325	595
690	1326	593
691	1329	591
692	1331	590
693	1333	588
694	1336	586
695	1340	585
696	1347	585
697	1350	584
698	1352	582
699	1355	580
700	1362	581
701	1366	579
702	1368	578
703	1371	576
704	1378	576
705	1380	575
706	1383	573
707	1386	572
708	1394	572
709	1397	570
710	1399	569
711	1401	567
712	1407	566
713	1410	565
714	1413	563
715	1416	561
716	1418	560
717	1424	559
718	1429	558
719	1432	556
720	1435	555
721	1436	553
722	1439	551
723	1441	549
724	1444	547
725	1447	546
726	1451	545
727	1455	543
728	1458	542
729	1460	540
730	1464	538
731	1467	537
732	1469	535
733	1472	533
734	1473	531
735	1478	530
736	1481	528
737	1483	526
738	1485	524
739	1487	522
740	1488	520
741	1491	518
742	1494	516
743	1496	514
744	1498	512
745	1500	510
746	1501	508
747	1504	506
748	1507	505
749	1512	504
750	1514	502
751	1516	499
752	1517	497
753	1519	495
754	1520	493
755	1523	491
756	1524	489
757	1525	487
758	1527	484
759	1528	482
760	1530	480
761	1532	478
762	1533	476
763	1535	474
764	1536	472
765	1538	470
766	1540	467
767	1542	465
768	1543	463
769	1545	461
770	1546	459
771	1548	457
772	1549	455
773	1551	452
774	1552	450
775	1554	448
776	1556	446
777	1557	444
778	1558	442
779	1561	440
780	1562	438
781	1564	436
782	1565	433
783	1567	431
784	1568	429
785	1569	427
786	1571	425
787	1572	423
788	1574	420
789	1575	418
790	1577	416
791	1579	414
792	1581	412
793	1582	410
794	1584	408
795	1585	406
796	1587	404
797	1588	401
798	1589	399
799	1591	397
800	1592	395
801	1594	393
802	1595	391
803	1596	389
804	1598	387
805	1599	385
806	1601	382
807	1602	380
808	1604	378
809	1605	376
810	1606	374
811	1608	372
812	1609	370
813	1611	368
814	1612	366
815	1614	363
816	1615	361
817	1617	359
818	1619	357
819	1620	355
820	1622	353
821	1623	351
822	1625	349
823	1626	347
824	1628	345
825	1629	343
826	1631	341
827	1633	339
828	1634	337
829	1635	335
830	1637	333
831	1639	330
832	1640	328
833	1642	326
834	1643	324
835	1644	322
836	1646	320
837	1648	318
838	1650	316
839	1651	314
840	1652	312
841	1654	310
842	1655	308
843	1657	306
844	1658	304
845	1660	302
846	1661	300
847	1663	298
848	1664	296
849	1666	294
850	1667	292
851	1669	290
852	1670	287
853	1671	285
854	1673	283
855	1675	281
856	1676	279
857	1678	277
858	1680	275
859	1682	273
860	1683	271
861	1685	269
862	1686	267
863	1687	265
864	1689	263
865	1690	261
866	1692	259
867	1694	257
868	1695	255
869	1697	253
870	1698	251
871	1699	249
872	1701	247
873	1702	245
874	1704	243
875	1706	241
876	1707	239
877	1709	237
878	1710	235
879	1711	233
880	1713	231
881	1714	229
882	1716	227
883	1717	225
884	1719	223
885	1720	221
886	1721	219
887	1723	217
888	1724	215
889	1726	213
890	1728	211
891	1729	209
892	1731	207
893	1732	205
894	1733	203
895	1735	201
896	1737	199
897	1738	197
898	1740	195
899	1742	193
900	1743	191
901	1745	189
902	1746	187
903	1748	185
904	1749	183
905	1751	181
906	1752	179
907	1754	177
908	1755	175
909	1757	173
910	1758	171
911	1760	169
912	1761	167
913	1763	165
914	1764	163
915	1765	161
916	1766	159
917	1768	157
918	1770	156
919	1771	154
920	1773	152
921	1774	150
922	1776	148
923	1777	146
924	1779	144
925	1780	142
926	1782	140
927	1783	138
928	1785	136
929	1786	134
930	1788	132
931	1789	130
932	1791	128
933	1793	126
934	1794	124
935	1796	122
936	1797	120
937	1799	118
938	1800	116
939	1802	115
940	1803	113
941	1805	111
942	1806	109
943	1808	107
944	1809	105
945	1811	103
946	1812	101
947	1814	99
948	1815	97
949	1817	95
950	1818	93
951	1820	91
952	1821	89
953	1823	87
954	1824	85
955	1826	84
956	1827	82
957	1829	80
958	1830	78
959	1832	76
960	1833	74
961	1835	72
962	1837	70
963	1838	68
964	1840	66
965	1841	64
966	1843	62
967	1845	60
968	1846	59
969	1848	57
970	1849	55
971	1851	53
972	1852	51
973	1853	49
974	1855	47
975	1857	45
976	1858	43
977	1860	41
978	1861	39
979	1863	38
980	1865	36
981	1866	34
982	1867	32
983	1869	30
984	1871	28
985	1872	26
986	1874	24
987	1876	22
988	1877	20
989	1879	18
990	1880	17
991	1882	15
992	1883	13
993	1885	11
994	1886	9
995	1888	7
996	1889	5
997	1891	3
998	1892	1
999	1894	0
