iter	Logloss
888	0.3547992862
889	0.354713033
890	0.354684825
891	0.3545987511
892	0.3545736537
893	0.354564428
894	0.3545108896
895	0.3544318009
896	0.3543077859
897	0.3541842786
898	0.3540880645
899	0.3540534916
900	0.3540021381
901	0.3538882827
902	0.3538329683
903	0.3537733724
904	0.3536294104
905	0.3536061998
906	0.3536043822
907	0.3535335884
908	0.353456208
909	0.3533663166
910	0.3533491003
911	0.3532876188
912	0.3532711111
913	0.3531936582
914	0.3531042396
915	0.353103888
916	0.3530551135
917	0.352952626
918	0.3528605869
919	0.352783008
920	0.3527362097
921	0.3526303661
922	0.3525876211
923	0.3525623876
924	0.3524264281
925	0.3523780158
926	0.3522796878
927	0.3522400554
928	0.3521705491
929	0.3520872555
930	0.3520432127
931	0.3519959015
932	0.3519118589
933	0.3518736982
934	0.3518676034
935	0.3518178169
936	0.3518029017
937	0.3517730823
938	0.3517162887
939	0.3516398201
940	0.3515625856
941	0.3515237651
942	0.3514502781
943	0.3513785007
944	0.3513692886
945	0.35135772
946	0.3513055188
947	0.3512433473
948	0.3512314046
949	0.3511677317
950	0.351107463
951	0.3510384738
952	0.3509878988
953	0.3509423052
954	0.3508914886
955	0.3507964205
956	0.3507726205
957	0.3507169428
958	0.3506247677
959	0.3505907592
960	0.3505512839
961	0.3504503907
962	0.3503891671
963	0.3503551146
964	0.3502200535
965	0.3501780905
966	0.3501428233
967	0.3500730099
968	0.3500545355
969	0.3500086193
970	0.349943508
971	0.3498909927
972	0.3498546112
973	0.3498458787
974	0.3498150104
975	0.3496982775
976	0.349658582
977	0.3496024541
978	0.3495597167
979	0.3494743031
980	0.3494479499
981	0.3493746788
982	0.3493655086
983	0.349240308
984	0.3491845606
985	0.3491288465
986	0.3489690348
987	0.3489183055
988	0.3488716556
989	0.348824841
990	0.3488047525
991	0.3486613089
992	0.3485569399
993	0.3485515704
994	0.34849969
995	0.3484171595
996	0.3483143323
997	0.3482892382
998	0.3482875965
999	0.3482597847
